user_id,cluster
509717,0
509749,0
509763,0
509765,0
509781,1
509822,0
509826,0
509841,0
509855,2
509876,2
509892,1
509903,0
509919,0
509924,2
509933,0
509969,1
509990,0
510003,2
510022,0
510044,0
510048,0
510061,0
510067,0
510070,0
510078,0
510079,0
510081,0
510090,0
510093,0
510094,0
510104,0
510108,0
510112,2
510114,0
510134,0
510155,0
510156,0
510163,0
510164,0
510170,0
510172,0
510179,0
510185,0
510188,0
510195,0
510198,0
510213,0
510215,0
510219,0
510227,0
510238,0
510239,0
510243,0
510257,2
510270,2
510315,0
510326,0
510328,0
510343,0
510356,0
510365,0
510369,0
510379,1
510393,0
510418,2
510423,0
510449,0
510452,0
510459,0
510490,1
510494,0
510511,0
510533,0
510537,0
510543,2
510545,1
510558,0
510570,0
510571,1
510575,2
510580,0
510582,0
510586,0
510610,0
510618,0
510676,0
510686,0
510694,0
510700,0
510707,2
510719,2
510733,0
510754,0
510779,0
510805,0
510815,0
510822,0
510828,2
510836,0
510841,0
510890,0
510899,0
510944,0
510946,0
510953,2
510960,0
510961,0
510972,0
511017,0
511055,0
511066,0
511093,0
511122,0
511125,0
511126,0
511140,2
511142,0
511145,0
511148,0
511160,0
511178,0
511195,0
511208,0
511223,0
511238,2
511260,0
511298,0
511314,0
511326,0
511328,0
511331,0
511364,0
511377,1
511379,0
511397,0
511398,0
511399,0
511418,0
511424,0
511433,0
511440,0
511455,0
511469,0
511489,1
511502,0
511504,0
511535,0
511542,0
511549,0
511552,2
511554,0
511560,0
511567,0
511568,0
511570,1
511577,0
511578,0
511587,0
511589,2
511608,1
511609,0
511613,0
511638,0
511665,2
511666,0
511677,0
511680,0
511697,0
511712,0
511726,0
511739,0
511757,2
511762,0
511764,0
511772,0
511778,0
511783,0
511784,2
511800,0
511803,0
511805,0
511809,1
511811,0
511821,2
511827,1
511851,0
511859,0
511860,0
511862,0
511884,0
511902,0
511916,0
511923,0
511936,0
511943,0
511977,0
511989,2
511996,0
511998,0
512009,0
512010,0
512016,2
512024,1
512028,0
512060,0
512063,2
512069,0
512078,0
512099,0
512103,0
512147,1
512148,1
512163,0
512173,0
512190,2
512193,0
512197,0
512201,0
512204,0
512243,0
512249,2
512266,0
512271,0
512283,0
512289,0
512294,0
512295,0
512301,0
512302,0
512303,0
512305,1
512322,0
512329,0
512362,0
512377,0
512392,0
512402,0
512416,1
512418,2
512419,0
512440,0
512443,0
512447,1
512463,0
512495,0
512529,2
512536,0
512552,0
512556,0
512558,0
512587,0
512589,0
512596,0
512598,0
512610,0
512623,2
512628,0
512631,0
512655,0
512671,0
512677,2
512680,0
512691,0
512693,0
512695,0
512704,2
512706,0
512780,0
512786,0
512787,0
512791,0
512801,0
512826,0
512831,0
512835,0
512846,0
512848,0
512880,0
512887,0
512888,0
512900,0
512904,0
512922,0
512943,0
512945,0
512976,0
512984,0
512999,0
513004,0
513005,0
513006,0
513026,0
513030,0
513031,0
513058,0
513089,0
513090,0
513091,2
513093,0
513096,0
513103,0
513126,0
513164,0
513206,2
513216,0
513220,0
513221,2
513227,0
513233,0
513236,0
513237,0
513241,2
513242,0
513259,0
513261,2
513289,0
513296,0
513317,2
513322,0
513338,0
513339,0
513345,1
513347,0
513366,0
513381,0
513387,0
513397,0
513402,0
513408,0
513422,0
513425,2
513438,2
513441,2
513470,2
513495,0
513497,0
513509,2
513543,1
513546,2
513555,0
513568,1
513582,0
513602,2
513611,0
513613,0
513625,2
513627,0
513628,0
513638,0
513659,0
513661,2
513683,0
513714,2
513721,0
513742,2
513761,0
513776,0
513787,0
513791,0
513796,0
513800,2
513807,0
513823,2
513826,0
513844,0
513853,0
513856,0
513860,0
513869,1
513875,0
513917,0
513926,0
513933,0
513953,0
513956,0
513964,0
513967,0
513995,0
514002,0
514003,0
514021,2
514023,0
514053,0
514071,0
514076,0
514132,0
514133,0
514164,0
514167,0
514206,0
514208,0
514210,0
514215,0
514235,0
514261,0
514275,0
514289,2
514300,0
514315,0
514318,0
514324,0
514337,0
514342,0
514344,0
514370,0
514384,2
514395,0
514457,0
514460,0
514461,0
514501,1
514503,2
514515,2
514526,0
514551,1
514586,0
514589,0
514617,0
514623,0
514627,0
514638,0
514639,2
514642,2
514660,0
514675,0
514682,0
514684,2
514689,0
514737,0
514785,0
514810,0
514830,0
514867,0
514892,0
514893,1
514899,0
514926,0
514944,0
514951,0
514953,2
514980,0
514981,0
515004,0
515013,2
515020,0
515030,0
515051,0
515058,0
515060,0
515085,1
515103,0
515124,0
515131,0
515139,0
515161,0
515168,1
515182,0
515198,2
515200,0
515202,2
515205,2
515229,0
515240,2
515243,0
515258,0
515271,0
515274,0
515306,0
515330,0
515344,0
515398,0
515409,0
515421,0
515423,0
515436,1
515478,0
515490,0
515502,2
515514,2
515516,2
515523,0
515529,0
515530,2
515565,0
515578,0
515580,0
515586,0
515610,0
515639,0
515645,0
515666,0
515675,0
515684,0
515688,0
515694,0
515713,0
515727,0
515735,0
515739,0
515751,0
515764,0
515778,0
515802,0
515818,2
515831,0
515835,0
515854,1
515874,2
515891,0
515901,0
515908,0
515941,0
515947,0
515953,0
515974,0
515985,0
516001,2
516004,0
516006,0
516053,0
516057,0
516061,0
516076,2
516089,0
516092,0
516105,0
516117,0
516118,0
516127,2
516132,0
516144,0
516150,2
516152,0
516176,0
516177,0
516178,0
516211,0
516216,0
516217,2
516243,2
516246,0
516251,0
516269,0
516273,0
516282,0
516283,0
516287,0
516290,0
516296,0
516301,0
516351,0
516368,2
516375,0
516418,0
516420,0
516456,0
516507,0
516516,2
516528,0
516543,2
516556,0
516561,0
516571,0
516578,0
516579,0
516583,2
516590,0
516593,0
516594,0
516614,0
516616,0
516620,2
516639,0
516647,0
516679,0
516680,2
516682,0
516694,2
516697,2
516704,0
516732,0
516739,0
516744,1
516763,0
516765,2
516789,0
516798,0
516806,0
516808,0
516827,0
516833,0
516841,0
516862,0
516939,0
516965,0
516967,2
516972,0
517033,1
517061,0
517076,0
517105,0
517119,0
517131,1
517142,0
517143,1
517150,0
517158,0
517205,0
517212,0
517219,2
517231,2
517284,0
517324,2
517330,0
517356,0
517370,0
517392,0
517393,0
517397,0
517403,0
517415,2
517438,0
517445,0
517467,0
517486,0
517491,0
517543,2
517545,0
517548,0
517549,0
517571,0
517579,2
517581,0
517596,0
517633,0
517653,0
517674,2
517675,0
517676,0
517700,0
517715,0
517732,0
517735,2
517739,0
517743,0
517772,0
517776,0
517787,2
517803,0
517819,0
517825,0
517839,0
517847,0
517871,0
517894,0
517898,0
517925,2
517931,0
517961,0
517967,0
517968,0
518012,0
518015,0
518041,1
518044,0
518074,2
518084,2
518092,0
518121,0
518127,0
518135,0
518191,0
518196,0
518211,0
518219,0
518281,0
518324,0
518334,0
518338,0
518347,0
518348,0
518354,2
518372,0
518393,0
518406,0
518416,0
518422,1
518443,0
518450,0
518480,0
518495,0
518516,0
518526,0
518527,0
518533,0
518535,0
518541,0
518579,0
518582,2
518585,0
518612,0
518628,2
518629,0
518639,0
518642,2
518645,2
518694,0
518696,1
518711,0
518716,0
518722,0
518735,1
518743,0
518747,2
518751,0
518756,0
518826,0
518827,0
518865,0
518866,0
518867,0
518870,0
518894,0
518896,0
518907,0
518922,2
518925,1
518954,0
518956,0
518963,0
518971,0
518998,0
519014,0
519059,0
519079,0
519089,0
519091,2
519096,0
519114,0
519117,0
519137,0
519140,0
519171,2
519191,2
519205,0
519210,0
519211,0
519248,2
519254,0
519260,0
519267,0
519285,0
519312,2
519313,0
519335,1
519348,0
519353,1
519357,0
519368,0
519383,1
519392,0
519393,0
519406,2
519412,0
519419,0
519430,0
519446,0
519469,0
519515,0
519529,0
519532,0
519541,0
519548,2
519554,0
519561,2
519595,0
519596,0
519604,0
519626,0
519631,0
519664,0
519687,2
519694,0
519695,0
519706,2
519709,0
519718,0
519722,1
519725,0
519726,0
519747,0
519769,0
519774,0
519799,0
519846,0
519848,0
519853,0
519859,0
519885,0
519888,0
519893,0
519896,0
519905,0
519911,0
519912,0
519943,2
519955,0
519957,0
519961,0
519965,0
519982,2
520054,0
520063,0
520097,0
520106,0
520141,0
520152,0
520170,2
520175,0
520177,0
520182,0
520188,0
520193,0
520225,0
520244,0
520248,0
520250,0
520256,0
520265,0
520277,0
520291,0
520298,0
520307,0
520311,0
520327,0
520358,0
520373,0
520397,0
520405,0
520411,0
520422,0
520429,0
520436,0
520440,2
520480,0
520491,0
520497,0
520527,0
520530,0
520532,0
520539,0
520556,0
520558,0
520561,2
520603,2
520619,0
520680,0
520696,0
520708,0
520719,0
520733,0
520745,0
520762,0
520770,0
520771,1
520780,2
520783,0
520804,0
520819,0
520821,0
520844,0
520851,0
520861,0
520877,0
520878,0
520885,0
520898,0
520902,0
520920,1
520934,2
520947,0
520959,0
521000,0
521004,0
521009,2
521031,0
521033,0
521044,0
521060,0
521062,2
521065,0
521066,0
521070,0
521109,0
521127,0
521152,0
521170,0
521185,0
521186,0
521187,2
521192,0
521201,0
521211,1
521212,0
521235,0
521250,2
521259,0
521282,0
521286,0
521293,0
521295,0
521298,0
521309,0
521316,0
521331,0
521335,0
521343,0
521379,0
521392,0
521404,0
521408,0
521416,0
521434,0
521462,0
521491,0
521509,0
521510,0
521514,0
521587,0
521607,0
521609,0
521642,1
521657,0
521658,0
521663,2
521695,0
521708,0
521719,0
521720,0
521743,0
521748,0
521768,0
521785,2
521814,0
521859,0
521865,0
521883,0
521884,0
521885,0
521904,0
521921,2
521925,0
521941,0
521943,0
521956,0
521963,1
521986,0
521992,0
521997,0
522001,2
522005,0
522062,0
522086,0
522111,0
522112,0
522115,0
522118,0
522152,0
522171,0
522179,0
522184,2
522201,1
522223,0
522233,0
522237,0
522263,0
522265,0
522276,0
522286,0
522315,0
522323,0
522364,0
522373,0
522375,0
522387,2
522402,0
522420,2
522426,0
522427,0
522438,0
522441,0
522445,0
522457,0
522465,0
522476,0
522484,0
522513,0
522523,0
522532,0
522533,0
522585,0
522607,0
522624,2
522631,0
522633,0
522634,0
522639,0
522654,0
522687,0
522738,0
522745,0
522748,0
522761,0
522788,1
522800,0
522809,0
522873,2
522898,0
522911,2
522927,0
522937,0
522939,0
522943,1
522944,0
522970,0
522981,0
522999,0
523030,0
523057,2
523073,0
523077,0
523090,0
523098,0
523146,0
523158,0
523209,0
523228,0
523231,0
523256,0
523271,0
523273,0
523290,0
523299,2
523301,0
523335,0
523338,0
523392,0
523395,0
523442,0
523454,0
523465,0
523474,0
523484,0
523503,2
523505,0
523511,0
523513,0
523517,1
523526,2
523546,0
523559,0
523612,0
523619,1
523657,0
523666,0
523686,0
523690,0
523700,2
523710,0
523715,0
523717,0
523729,1
523735,0
523746,0
523756,0
523768,0
523771,1
523787,0
523800,0
523807,0
523819,0
523824,0
523841,0
523842,0
523845,0
523846,0
523860,2
523877,0
523887,1
523913,0
523938,0
523981,0
524001,0
524012,0
524031,0
524036,0
524038,0
524043,0
524046,0
524052,0
524057,1
524076,0
524080,0
524098,2
524116,0
524120,0
524151,0
524167,0
524169,0
524172,2
524180,0
524194,0
524200,0
524211,0
524214,0
524226,0
524244,0
524251,0
524278,0
524313,0
524318,2
524328,0
524358,0
524365,0
524383,0
524407,0
524412,0
524419,0
524448,2
524473,0
524484,2
524511,0
524572,0
524606,2
524607,0
524615,0
524620,0
524628,0
524637,0
524644,2
524650,0
524663,0
524668,0
524682,0
524722,0
524728,2
524739,0
524766,0
524797,2
524805,0
524807,0
524821,2
524834,0
524842,2
524849,0
524861,0
524880,2
524885,2
524895,0
524909,0
524913,2
524923,2
524926,0
524929,0
524940,2
524980,0
525022,0
525034,0
525043,0
525053,0
525056,0
525081,0
525089,0
525102,0
525106,0
525168,0
525175,2
525176,0
525201,0
525227,0
525234,0
525244,0
525265,0
525281,0
525308,0
525323,0
525332,0
525356,0
525377,2
525389,0
525405,2
525410,0
525415,0
525447,0
525488,0
525515,0
525529,0
525546,0
525555,0
525591,0
525610,0
525611,0
525615,0
525631,1
525647,2
525671,0
525684,0
525716,0
525722,0
525734,0
525761,1
525769,0
525789,0
525804,0
525806,0
525824,2
525842,0
525844,0
525848,2
525864,0
525879,0
525920,0
525975,0
525996,0
526032,2
526036,2
526062,0
526079,0
526084,0
526102,0
526144,0
526154,0
526174,0
526179,0
526184,1
526203,0
526221,0
526235,0
526239,0
526256,0
526258,0
526291,2
526297,0
526303,1
526308,0
526332,2
526354,0
526365,0
526367,0
526372,0
526378,0
526409,0
526431,0
526435,2
526443,2
526445,0
526471,0
526490,0
526492,0
526495,2
526540,0
526565,0
526570,0
526628,0
526668,0
526676,0
526683,0
526690,0
526711,0
526727,0
526729,0
526740,2
526759,2
526782,0
526789,0
526837,0
526855,0
526858,2
526867,0
526872,1
526873,0
526900,0
526901,0
526905,0
526913,0
526916,2
526950,0
526959,0
526970,0
527001,2
527004,0
527019,0
527038,0
527046,0
527075,0
527081,0
527082,0
527109,0
527130,2
527132,0
527133,0
527141,0
527142,0
527150,0
527154,0
527158,0
527187,0
527197,0
527219,0
527232,0
527253,0
527280,0
527326,2
527344,0
527346,2
527354,0
527359,0
527389,1
527393,0
527396,0
527401,0
527406,0
527451,0
527452,0
527455,0
527464,0
527467,0
527470,0
527490,0
527507,0
527508,0
527518,0
527524,2
527536,2
527541,1
527552,1
527560,1
527564,0
527585,0
527605,0
527689,1
527690,0
527726,2
527735,0
527750,1
527782,0
527783,0
527801,2
527824,0
527850,0
527857,1
527886,0
527928,0
527944,0
527945,2
527984,0
527987,0
527995,0
528020,0
528028,0
528046,0
528061,0
528098,2
528105,0
528122,0
528137,2
528139,1
528158,0
528164,0
528179,1
528186,0
528193,0
528216,0
528242,0
528244,0
528248,0
528281,0
528322,0
528330,0
528354,0
528372,1
528378,0
528379,0
528411,0
528413,2
528417,0
528421,0
528455,0
528461,2
528490,0
528500,0
528522,0
528542,0
528567,0
528580,0
528612,0
528657,0
528661,0
528683,0
528688,1
528690,0
528706,0
528723,0
528735,0
528743,0
528744,0
528777,0
528816,0
528826,0
528827,0
528828,0
528829,0
528839,2
528842,0
528844,0
528906,0
528929,2
528930,0
528936,2
528942,0
528953,0
528965,0
528967,0
528995,0
528999,0
529019,0
529023,0
529048,0
529050,0
529082,0
529205,0
529214,0
529216,1
529224,0
529229,0
529231,0
529237,0
529249,0
529284,2
529309,0
529332,0
529338,0
529362,0
529406,0
529420,2
529421,0
529422,0
529424,0
529428,0
529436,0
529488,2
529501,0
529502,0
529510,0
529513,0
529520,2
529566,0
529602,0
529677,1
529678,0
529689,0
529695,0
529704,1
529734,0
529737,2
529768,0
529781,0
529783,1
529787,0
529801,0
529831,0
529840,2
529845,0
529857,2
529879,0
529887,0
529913,2
529940,0
529972,0
530004,2
530039,0
530090,0
530118,0
530188,0
530199,2
530213,0
530223,0
530240,0
530277,0
530278,0
530282,0
530298,0
530315,0
530322,0
530329,2
530365,0
530371,0
530374,0
530379,0
530383,0
530385,0
530421,0
530427,0
530463,0
530468,0
530514,0
530543,0
530563,0
530579,0
530581,1
530585,0
530592,0
530599,1
530607,0
530625,0
530627,0
530633,2
530645,0
530649,0
530656,0
530665,0
530666,0
530667,0
530672,2
530673,2
530687,0
530719,0
530720,0
530724,0
530739,0
530743,0
530754,0
530773,0
530775,0
530797,0
530801,0
530810,0
530833,0
530869,1
530873,2
530881,0
530906,0
530949,0
530950,0
530978,0
531006,0
531009,0
531016,0
531020,0
531027,0
531031,2
531054,0
531073,0
531094,0
531109,0
531143,0
531144,0
531158,0
531198,0
531204,0
531217,0
531253,0
531255,2
531322,0
531339,2
531344,0
531361,0
531373,0
531386,0
531427,0
531431,0
531447,0
531456,2
531467,0
531471,0
531499,0
531500,1
531511,0
531512,0
531557,0
531562,1
531568,0
531615,2
531620,2
531625,0
531650,0
531654,0
531663,0
531670,0
531682,2
531735,2
531739,0
531744,0
531745,0
531771,0
531777,0
531789,0
531795,0
531803,2
531807,0
531824,0
531834,0
531844,2
531847,0
531857,0
531868,0
531884,0
531921,0
531926,2
531931,0
531959,2
531967,2
531971,0
531987,0
531989,1
531994,0
532063,0
532064,2
532073,0
532101,2
532106,0
532119,0
532159,0
532215,0
532225,0
532233,0
532258,0
532259,0
532312,0
532329,1
532347,0
532361,0
532365,2
532381,0
532387,0
532388,0
532390,0
532410,0
532426,2
532432,1
532433,0
532500,0
532519,0
532535,0
532544,0
532568,0
532607,0
532622,0
532623,0
532627,2
532637,1
532650,0
532651,0
532653,0
532656,0
532705,0
532710,0
532711,2
532721,0
532725,2
532742,0
532748,0
532750,0
532774,2
532810,0
532823,0
532835,0
532843,0
532863,0
532866,0
532901,0
532905,2
532912,0
532941,0
532989,0
533048,2
533093,0
533117,0
533123,0
533129,0
533155,0
533187,1
533199,0
533204,2
533211,0
533222,0
533248,0
533251,0
533283,0
533291,0
533302,0
533327,0
533357,0
533378,0
533388,2
533393,1
533396,0
533402,0
533404,0
533411,0
533464,0
533490,0
533492,0
533497,0
533518,0
533527,0
533537,0
533542,0
533550,0
533573,0
533575,0
533598,0
533613,0
533617,0
533656,2
533716,0
533742,0
533755,2
533759,0
533773,0
533782,0
533809,0
533827,2
533846,0
533859,0
533895,0
533908,0
533932,0
533975,1
533985,0
533990,0
534040,0
534045,2
534066,0
534082,2
534088,0
534105,0
534179,0
534190,0
534246,0
534254,0
534295,0
534333,0
534351,0
534360,0
534378,0
534380,0
534391,0
534445,2
534474,0
534499,1
534564,0
534586,2
534594,0
534604,2
534607,0
534608,0
534661,1
534688,0
534697,0
534703,0
534742,0
534747,0
534782,0
534798,0
534825,2
534840,0
534842,0
534858,0
534895,0
534903,0
534939,0
534948,1
534957,0
534971,0
534986,0
535003,2
535007,0
535024,0
535035,0
535047,0
535051,0
535060,0
535063,0
535081,0
535099,0
535135,0
535136,0
535149,0
535155,0
535177,0
535189,0
535229,0
535266,1
535311,0
535341,0
535365,0
535398,0
535441,0
535447,0
535459,0
535473,2
535495,0
535497,2
535502,0
535553,0
535595,0
535600,0
535610,0
535625,0
535637,0
535644,0
535682,2
535686,0
535701,2
535702,0
535706,0
535734,0
535737,2
535746,0
535747,0
535791,0
535795,0
535878,0
535879,0
535885,0
535896,0
535905,0
535906,0
535912,0
535942,0
535983,0
535994,1
536000,0
536016,2
536034,0
536035,0
536039,2
536050,0
536058,0
536066,0
536086,0
536099,0
536135,2
536170,2
536212,2
536229,2
536241,2
536275,0
536278,1
536313,0
536343,2
536387,0
536431,0
536467,0
536469,0
536474,0
536489,0
536490,0
536532,0
536566,0
536574,0
536594,1
536604,0
536622,0
536641,0
536651,0
536652,0
536656,0
536658,0
536659,0
536672,0
536675,0
536691,0
536695,0
536763,0
536764,0
536782,0
536791,0
536810,0
536843,0
536876,0
536893,0
536951,0
536964,0
536995,0
537038,0
537066,0
537098,2
537121,2
537123,0
537177,2
537181,0
537212,0
537227,0
537289,0
537317,0
537373,0
537393,0
537400,1
537412,0
537413,0
537414,0
537470,1
537481,1
537507,0
537560,0
537586,0
537595,0
537659,1
537671,0
537676,0
537688,0
537725,0
537748,0
537770,0
537776,1
537795,2
537804,0
537818,2
537819,0
537834,0
537860,0
537861,0
537904,0
537922,0
537926,1
537975,1
538069,2
538074,0
538084,0
538108,2
538112,0
538131,0
538134,0
538147,0
538167,0
538188,0
538197,0
538214,0
538216,0
538260,0
538270,0
538274,0
538279,0
538306,0
538319,0
538321,0
538331,0
538349,0
538350,0
538388,0
538413,2
538426,0
538432,0
538438,0
538441,0
538454,0
538457,0
538458,0
538463,2
538489,0
538511,2
538522,0
538529,0
538538,0
538608,0
