user_id,primary_perk,primary_score,secondary_perk,secondary_score,perk_gap,confidence,cluster
349132,Hotel Meal,0.6881265368363219,Exclusive Discount,0.2167858959734834,0.47134064086283844,MEDIUM,0
353271,No Cancel Fee,0.0,Exclusive Discount,-0.1247288492224758,0.1247288492224758,MEDIUM,2
353694,Exclusive Discount,0.9578655666744232,Hotel Night,0.7124464745499619,0.24541909212446134,HIGH,0
354050,Hotel Meal,1.0843247321512457,Hotel Night,0.7124464745499619,0.3718782576012838,HIGH,0
354260,Free Bag,1.1885751959584556,Hotel Night,0.0257824539889438,1.1627927419695119,HIGH,0
354311,Free Bag,0.1018241682758222,Hotel Night,0.0257824539889438,0.0760417142868784,LOW,0
354950,Free Bag,1.1885751959584556,Hotel Night,0.7124464745499619,0.4761287214084937,HIGH,0
356046,Hotel Night,0.7124464745499619,No Cancel Fee,0.0,0.7124464745499619,HIGH,0
357737,Hotel Meal,1.7787844902313368,Hotel Night,0.4181618943095248,1.3606225959218121,HIGH,0
359072,Exclusive Discount,1.4523856030379287,Hotel Night,0.7124464745499619,0.7399391284879668,HIGH,0
359080,Free Bag,1.1885751959584556,Hotel Night,0.3004480622133511,0.8881271337451045,HIGH,0
359653,Free Bag,1.1885751959584556,Hotel Night,0.7124464745499619,0.4761287214084937,HIGH,0
361459,Free Bag,1.1885751959584556,Hotel Night,0.7124464745499619,0.4761287214084937,HIGH,0
361759,Hotel Night,0.4181618943095248,Exclusive Discount,0.2995103154648292,0.11865157884469557,MEDIUM,0
363535,Exclusive Discount,1.2469598117308531,Hotel Night,0.7124464745499619,0.5345133371808912,HIGH,0
365825,Exclusive Discount,1.9482666494973668,Free Bag,1.1885751959584556,0.7596914535389112,HIGH,0
371201,Free Bag,5.53557930668899,Exclusive Discount,0.7648802639283818,4.770699042760608,HIGH,0
372970,Hotel Night,0.7124464745499619,Free Bag,0.1018241682758222,0.6106223062741397,HIGH,0
373489,No Cancel Fee,0.0,Exclusive Discount,-0.1247288492224758,0.1247288492224758,MEDIUM,2
374331,No Cancel Fee,0.0,Exclusive Discount,-0.1247288492224758,0.1247288492224758,MEDIUM,2
374340,No Cancel Fee,0.0,Exclusive Discount,-0.1247288492224758,0.1247288492224758,MEDIUM,2
374341,Hotel Meal,1.6452345367543957,Exclusive Discount,0.8774787907033523,0.7677557460510434,HIGH,1
375160,No Cancel Fee,0.0,Exclusive Discount,-0.1247288492224758,0.1247288492224758,MEDIUM,2
375729,Exclusive Discount,1.4566616783598614,Hotel Night,0.7124464745499619,0.7442152038098995,HIGH,0
375751,Exclusive Discount,0.6193697699385925,Hotel Night,0.3004480622133511,0.3189217077252414,MEDIUM,0
376159,Free Bag,1.1885751959584556,Exclusive Discount,0.5358799152731208,0.6526952806853348,HIGH,0
377069,No Cancel Fee,0.0,Exclusive Discount,-0.1247288492224758,0.1247288492224758,MEDIUM,2
377411,Exclusive Discount,1.892897405695632,Hotel Night,0.7124464745499619,1.1804509311456701,HIGH,0
378565,Hotel Meal,1.3781346298005146,Exclusive Discount,0.4962591870822921,0.8818754427182225,HIGH,0
379543,Hotel Night,0.7124464745499619,Hotel Meal,0.2051208717613866,0.5073256027885753,HIGH,0
380434,Hotel Night,0.7124464745499619,Hotel Meal,0.2407341926885707,0.47171228186139125,HIGH,0
380436,Exclusive Discount,1.23595385159751,Free Bag,1.1885751959584556,0.0473786556390543,MEDIUM,0
380757,Exclusive Discount,0.9625735644030358,Hotel Night,0.7124464745499619,0.25012708985307386,HIGH,0
380874,Hotel Night,0.7124464745499619,Free Bag,0.4640745108367,0.24837196371326192,HIGH,0
380949,Hotel Meal,0.7549015135747923,Hotel Night,0.4181618943095248,0.3367396192652675,HIGH,0
381259,Free Bag,1.1885751959584556,Hotel Night,0.7124464745499619,0.4761287214084937,HIGH,0
381465,Hotel Meal,1.0380274149459066,Exclusive Discount,0.1124038056582667,0.9256236092876399,HIGH,0
382181,Free Bag,0.4640745108367,Hotel Night,0.3004480622133511,0.1636264486233489,MEDIUM,0
382384,Free Bag,1.1885751959584556,Exclusive Discount,0.7635338987621922,0.4250412971962634,HIGH,0
385689,Hotel Meal,1.11993805307843,Hotel Night,0.3004480622133511,0.8194899908650789,HIGH,0
386255,No Cancel Fee,0.0,Exclusive Discount,-0.1247288492224758,0.1247288492224758,MEDIUM,2
386914,Free Bag,1.1885751959584556,Hotel Night,0.7124464745499619,0.4761287214084937,HIGH,0
387282,No Cancel Fee,0.0,Exclusive Discount,-0.1247288492224758,0.1247288492224758,MEDIUM,2
387783,Hotel Meal,1.6363312065226,Exclusive Discount,0.0650670508475616,1.5712641556750382,HIGH,0
388328,Hotel Meal,1.693015742331702,Free Bag,1.1885751959584556,0.5044405463732464,HIGH,0
388767,Free Bag,1.1885751959584556,Hotel Night,0.7124464745499619,0.4761287214084937,HIGH,0
388947,Free Bag,0.4640745108367,Hotel Night,0.3004480622133511,0.1636264486233489,MEDIUM,0
389434,Hotel Meal,1.404844620495903,Hotel Night,0.7124464745499619,0.6923981459459412,HIGH,0
389662,Free Bag,1.1885751959584556,Hotel Meal,0.5078340996424519,0.6807410963160038,HIGH,0
389759,Hotel Night,0.7124464745499619,No Cancel Fee,0.0,0.7124464745499619,HIGH,0
390811,Hotel Night,0.7124464745499619,Hotel Meal,0.5256407601060442,0.1868057144439177,MEDIUM,0
392453,Free Bag,1.1885751959584556,Hotel Night,0.7124464745499619,0.4761287214084937,HIGH,0
395202,Hotel Meal,2.22172516926319,Exclusive Discount,0.0266216388262425,2.1951035304369473,HIGH,1
395981,Free Bag,1.1885751959584556,Hotel Night,0.7124464745499619,0.4761287214084937,HIGH,0
396552,Exclusive Discount,0.7370742502883735,Hotel Night,0.7124464745499619,0.024627775738411573,MEDIUM,0
399137,Free Bag,1.1885751959584556,Hotel Meal,0.9062581275153248,0.28231706844313087,HIGH,0
399218,Exclusive Discount,0.8126101650325567,Free Bag,0.1018241682758222,0.7107859967567345,HIGH,0
399799,Hotel Meal,0.7905148345019763,Hotel Night,0.7124464745499619,0.07806835995201444,MEDIUM,0
400275,Free Bag,0.1018241682758222,Hotel Night,0.0257824539889438,0.0760417142868784,LOW,0
400582,Hotel Meal,1.0130980902968774,Hotel Night,0.4181618943095248,0.5949361959873526,HIGH,0
400899,Exclusive Discount,1.792655812131537,Hotel Night,0.7124464745499619,1.0802093375815751,HIGH,0
401245,Exclusive Discount,0.4509623558055076,Hotel Night,0.3004480622133511,0.1505142935921565,MEDIUM,0
402332,Hotel Night,0.7124464745499619,No Cancel Fee,0.0,0.7124464745499619,HIGH,0
402978,Hotel Meal,0.8261281554291608,Hotel Night,0.7124464745499619,0.11368168087919894,MEDIUM,0
403881,Free Bag,1.1885751959584556,Hotel Night,0.7124464745499619,0.4761287214084937,HIGH,0
404879,Hotel Night,0.3004480622133511,Exclusive Discount,0.1333419977476057,0.16710606446574539,MEDIUM,0
405305,Hotel Night,0.7124464745499619,Free Bag,0.1018241682758222,0.6106223062741397,HIGH,0
406210,Hotel Meal,0.8661931414722428,Hotel Night,0.7124464745499619,0.1537466669222809,MEDIUM,0
407118,Hotel Night,0.7124464745499619,Hotel Meal,0.2474116903624177,0.4650347841875442,HIGH,0
407250,Hotel Night,0.4181618943095248,Hotel Meal,0.3119608345429392,0.10620105976658556,MEDIUM,0
407275,Exclusive Discount,0.8758199417674585,Hotel Meal,0.7393206856691493,0.13649925609830915,MEDIUM,0
407434,No Cancel Fee,0.0,Exclusive Discount,-0.1247288492224758,0.1247288492224758,MEDIUM,2
407642,Hotel Night,0.7124464745499619,Exclusive Discount,0.1363846393405799,0.576061835209382,HIGH,0
408551,Hotel Night,0.7124464745499619,Exclusive Discount,0.1279731127855372,0.5844733617644247,HIGH,0
409073,Free Bag,1.1885751959584556,Hotel Night,0.7124464745499619,0.4761287214084937,HIGH,0
411179,Free Bag,1.1885751959584556,Hotel Night,0.7124464745499619,0.4761287214084937,HIGH,0
411701,Free Bag,1.1885751959584556,Hotel Meal,0.3542516531439703,0.8343235428144853,HIGH,0
413128,Exclusive Discount,1.2598288430721745,Hotel Night,0.7124464745499619,0.5473823685222126,HIGH,0
413340,Exclusive Discount,1.0786992543480671,Free Bag,0.4640745108367,0.6146247435113672,HIGH,0
413418,Exclusive Discount,1.7988434584171633,Free Bag,1.1885751959584556,0.6102682624587077,HIGH,0
413658,Exclusive Discount,1.3852884208355638,Free Bag,1.1885751959584556,0.19671322487710818,MEDIUM,0
414128,Hotel Meal,0.7215140252055569,Hotel Night,0.3004480622133511,0.4210659629922058,HIGH,0
415282,Exclusive Discount,2.004927209976308,Hotel Night,0.7124464745499619,1.292480735426346,HIGH,0
415381,Exclusive Discount,1.3633621629686752,Free Bag,1.1885751959584556,0.17478696701021956,MEDIUM,0
415581,Hotel Night,0.7124464745499619,Hotel Meal,0.5968674019604123,0.11557907258954958,MEDIUM,0
416319,Exclusive Discount,1.804895398901216,Hotel Night,0.7124464745499619,1.092448924351254,HIGH,0
416580,Exclusive Discount,0.9406054040196,Hotel Meal,0.307954335938631,0.632651068080969,HIGH,0
417679,Hotel Meal,1.0932280623830417,Hotel Night,0.7124464745499619,0.3807815878330798,HIGH,0
418329,Exclusive Discount,1.401780941060054,Hotel Night,0.7124464745499619,0.689334466510092,HIGH,0
418488,Hotel Meal,0.8528381461245489,Hotel Night,0.7124464745499619,0.14039167157458698,MEDIUM,0
418692,Hotel Night,0.7124464745499619,Free Bag,0.1018241682758222,0.6106223062741397,HIGH,0
420648,Hotel Meal,0.5323182577798913,No Cancel Fee,0.0,0.5323182577798913,MEDIUM,0
420669,Hotel Meal,1.7698811599995408,Free Bag,1.1885751959584556,0.5813059640410851,HIGH,0
421247,Hotel Meal,0.7192881926476082,Hotel Night,0.7124464745499619,0.006841718097646332,MEDIUM,0
421515,Hotel Night,0.7124464745499619,Exclusive Discount,0.1019809941364295,0.6104654804135324,HIGH,0
421666,Free Bag,1.1885751959584556,Hotel Night,0.7124464745499619,0.4761287214084937,HIGH,0
421700,Hotel Night,0.7124464745499619,Exclusive Discount,0.4267663384388395,0.2856801361111224,HIGH,0
421870,Hotel Night,0.7124464745499619,No Cancel Fee,0.0,0.7124464745499619,HIGH,0
422066,Exclusive Discount,1.2507113109597692,Hotel Meal,0.817224825197364,0.4334864857624052,HIGH,0
423042,Hotel Meal,1.992464415794442,Exclusive Discount,0.903427540931465,1.0890368748629768,HIGH,0
424553,Hotel Meal,1.7164611786087642,Free Bag,1.1885751959584556,0.5278859826503086,HIGH,0
425632,Hotel Meal,0.4788982763891152,Free Bag,0.1018241682758222,0.377074108113293,MEDIUM,0
425653,No Cancel Fee,0.0,Exclusive Discount,-0.1247288492224758,0.1247288492224758,MEDIUM,2
425953,Exclusive Discount,1.366654101891705,Hotel Night,0.7124464745499619,0.6542076273417432,HIGH,0
425966,Hotel Night,0.7124464745499619,Free Bag,0.1018241682758222,0.6106223062741397,HIGH,0
426478,Hotel Meal,0.9329681182107128,No Cancel Fee,0.0,0.9329681182107128,HIGH,0
427426,Exclusive Discount,1.2787061399490056,Hotel Night,0.3004480622133511,0.9782580777356545,HIGH,0
427506,Exclusive Discount,0.8524518244648596,Hotel Night,0.7124464745499619,0.14000534991489766,MEDIUM,0
428056,Hotel Night,0.4181618943095248,Hotel Meal,0.3119608345429392,0.10620105976658556,MEDIUM,0
428552,Hotel Night,0.7124464745499619,No Cancel Fee,0.0,0.7124464745499619,HIGH,0
428858,Free Bag,1.1885751959584556,Hotel Meal,1.0843247321512457,0.10425046380720993,MEDIUM,0
429345,Hotel Meal,1.4738454297923225,Exclusive Discount,1.080524247401301,0.39332118239102143,HIGH,1
429375,Free Bag,0.1018241682758222,Hotel Night,0.0257824539889438,0.0760417142868784,LOW,0
430722,Free Bag,1.1885751959584556,Hotel Night,0.7124464745499619,0.4761287214084937,HIGH,0
431144,Exclusive Discount,0.6200422599744824,Hotel Meal,0.5812865740547694,0.03875568591971301,MEDIUM,0
431337,Free Bag,1.1885751959584556,Hotel Night,0.7124464745499619,0.4761287214084937,HIGH,0
431602,Free Bag,1.1885751959584556,Hotel Night,0.7124464745499619,0.4761287214084937,HIGH,0
431746,No Cancel Fee,0.0,Exclusive Discount,-0.1247288492224758,0.1247288492224758,MEDIUM,2
431899,No Cancel Fee,0.0,Exclusive Discount,-0.1247288492224758,0.1247288492224758,MEDIUM,2
431912,No Cancel Fee,0.0,Exclusive Discount,-0.1247288492224758,0.1247288492224758,MEDIUM,2
432333,Free Bag,1.1885751959584556,Hotel Meal,0.5812865740547694,0.6072886219036863,HIGH,0
432637,Hotel Night,0.7124464745499619,Hotel Meal,0.2051208717613866,0.5073256027885753,HIGH,0
432941,Hotel Night,0.7124464745499619,Hotel Meal,0.3542516531439703,0.3581948214059916,HIGH,0
433080,Free Bag,1.1885751959584556,Exclusive Discount,0.7911923266251645,0.39738286933329114,HIGH,0
433339,Free Bag,1.1885751959584556,Exclusive Discount,1.0542140376642513,0.13436115829420436,MEDIUM,0
433905,No Cancel Fee,0.0,Exclusive Discount,-0.1247288492224758,0.1247288492224758,MEDIUM,2
434238,Exclusive Discount,2.3739263653363145,Free Bag,0.1018241682758222,2.272102197060492,HIGH,0
434623,Hotel Meal,0.7727081740383843,Hotel Night,0.7124464745499619,0.060261699488422416,MEDIUM,0
435231,Exclusive Discount,1.8939140470667508,Free Bag,1.1885751959584556,0.7053388511082952,HIGH,0
435596,Hotel Night,0.7124464745499619,Free Bag,0.1018241682758222,0.6106223062741397,HIGH,0
435669,Hotel Night,0.7124464745499619,No Cancel Fee,0.0,0.7124464745499619,HIGH,0
435837,Hotel Meal,2.114885206481637,Exclusive Discount,0.7421151529047199,1.372770053576917,HIGH,1
435882,Hotel Night,0.7124464745499619,Free Bag,0.1018241682758222,0.6106223062741397,HIGH,0
436320,Exclusive Discount,1.1932074560957406,Hotel Night,0.7124464745499619,0.48076098154577873,HIGH,0
436894,Exclusive Discount,1.5725517119078187,Hotel Night,0.7124464745499619,0.8601052373578568,HIGH,0
437069,Hotel Meal,1.7253645088405607,Hotel Night,0.7124464745499619,1.0129180342905988,HIGH,0
437162,Free Bag,1.1885751959584556,Hotel Night,0.7124464745499619,0.4761287214084937,HIGH,0
437251,Hotel Night,0.7124464745499619,Exclusive Discount,0.6696414389060722,0.04280503564388971,MEDIUM,0
437539,Hotel Meal,1.2334555135338294,Hotel Night,0.7124464745499619,0.5210090389838675,HIGH,0
437549,Free Bag,1.1885751959584556,Hotel Night,0.7124464745499619,0.4761287214084937,HIGH,0
438189,Hotel Meal,0.7727081740383843,Free Bag,0.7538747848854024,0.01883338915298194,MEDIUM,0
438406,Free Bag,0.4640745108367,Hotel Night,0.3004480622133511,0.1636264486233489,MEDIUM,0
438551,Hotel Meal,2.1776536846157994,Exclusive Discount,0.993504765959323,1.1841489186564764,HIGH,1
438596,Exclusive Discount,1.2541053451886883,Free Bag,1.1885751959584556,0.0655301492302327,MEDIUM,0
438839,Exclusive Discount,0.7999519017475326,Hotel Night,0.7124464745499619,0.0875054271975707,MEDIUM,0
438937,Hotel Night,0.7124464745499619,Free Bag,0.1018241682758222,0.6106223062741397,HIGH,0
438985,Hotel Night,0.7124464745499619,Free Bag,0.1018241682758222,0.6106223062741397,HIGH,0
438995,No Cancel Fee,0.0,Exclusive Discount,-0.1247288492224758,0.1247288492224758,MEDIUM,2
439052,Hotel Meal,0.7311592996233359,Hotel Night,0.7124464745499619,0.018712825073374018,MEDIUM,0
439120,Exclusive Discount,0.1351611044564283,Free Bag,0.1018241682758222,0.03333693618060608,LOW,0
439363,Exclusive Discount,1.2443576672514405,Hotel Meal,0.908483960073274,0.33587370717816645,HIGH,0
440212,Free Bag,1.1885751959584556,Hotel Night,0.7124464745499619,0.4761287214084937,HIGH,0
440655,Hotel Night,0.7124464745499619,Hotel Meal,0.1695075508342024,0.5429389237157595,HIGH,0
441200,Free Bag,1.1885751959584556,Exclusive Discount,0.9768628429832006,0.21171235297525504,HIGH,0
441205,Free Bag,0.1018241682758222,No Cancel Fee,0.0,0.1018241682758222,MEDIUM,2
441448,No Cancel Fee,0.0,Exclusive Discount,-0.1247288492224758,0.1247288492224758,MEDIUM,2
441457,Hotel Night,0.7124464745499619,Exclusive Discount,0.533069198208124,0.17937727634183787,MEDIUM,0
441982,Hotel Meal,0.4967049368527064,Hotel Night,0.4181618943095248,0.07854304254318162,LOW,0
442484,Exclusive Discount,0.7438180848383714,No Cancel Fee,0.0,0.7438180848383714,HIGH,0
442718,No Cancel Fee,0.0,Free Bag,-0.2604261742850556,0.2604261742850556,MEDIUM,0
442812,Hotel Meal,1.901205280918533,Exclusive Discount,1.4092645106265491,0.4919407702919838,HIGH,1
442819,Free Bag,1.1885751959584556,Hotel Night,0.7124464745499619,0.4761287214084937,HIGH,0
442833,Hotel Night,0.7124464745499619,Hotel Meal,0.3720583136075618,0.3403881609424001,HIGH,0
443305,Free Bag,1.1885751959584556,Exclusive Discount,0.9440486013080546,0.24452659465040105,HIGH,0
443453,Hotel Night,0.7124464745499619,Hotel Meal,0.6658682112568318,0.046578263293130084,MEDIUM,0
443598,Hotel Night,0.7124464745499619,Free Bag,0.1018241682758222,0.6106223062741397,HIGH,0
443652,Exclusive Discount,1.357661745477885,Free Bag,1.1885751959584556,0.16908654951942936,MEDIUM,0
444387,Exclusive Discount,1.1872858445453711,Hotel Night,0.7124464745499619,0.4748393699954092,HIGH,0
444885,Free Bag,3.3620772513237225,Hotel Night,0.7124464745499619,2.6496307767737606,HIGH,0
445351,Exclusive Discount,0.9842696914248324,Hotel Night,0.4181618943095248,0.5661077971153077,HIGH,0
445515,Hotel Night,0.7124464745499619,Free Bag,0.1018241682758222,0.6106223062741397,HIGH,0
446124,Hotel Meal,1.36700546701077,Hotel Night,0.7124464745499619,0.6545589924608082,HIGH,0
446138,Exclusive Discount,1.1921562899665614,Hotel Night,0.7124464745499619,0.4797098154165995,HIGH,0
446473,Free Bag,0.4640745108367,Hotel Night,0.3004480622133511,0.1636264486233489,MEDIUM,0
446933,Hotel Night,0.7124464745499619,Exclusive Discount,0.6721116365771878,0.04033483797277415,MEDIUM,0
447053,Hotel Night,0.7124464745499619,Exclusive Discount,0.3566570514447063,0.35578942310525563,HIGH,0
447591,Hotel Night,0.7124464745499619,Exclusive Discount,0.17989867821819,0.532547796331772,HIGH,0
447737,Free Bag,1.1885751959584556,Exclusive Discount,0.0729225237672964,1.1156526721911593,HIGH,0
447951,Hotel Night,0.7124464745499619,Exclusive Discount,0.6125196298754273,0.09992684467453461,MEDIUM,0
448025,Exclusive Discount,1.1693160692546118,Hotel Night,0.7124464745499619,0.45686959470464994,HIGH,0
448154,No Cancel Fee,0.0,Exclusive Discount,-0.1247288492224758,0.1247288492224758,MEDIUM,2
448295,Hotel Night,0.7124464745499619,Exclusive Discount,0.1440756495881451,0.5683708249618168,HIGH,0
448467,Hotel Meal,2.247693215772595,No Cancel Fee,0.0,2.247693215772595,HIGH,1
448564,Hotel Meal,1.4411998856090704,Hotel Night,0.4835584676962888,0.9576414179127817,HIGH,0
449033,Hotel Meal,1.4115221181697506,Free Bag,1.1885751959584556,0.22294692221129497,HIGH,0
449326,Hotel Night,0.7124464745499619,Free Bag,0.1018241682758222,0.6106223062741397,HIGH,0
449619,Free Bag,1.1885751959584556,Hotel Night,0.7124464745499619,0.4761287214084937,HIGH,0
449804,Free Bag,1.1885751959584556,Hotel Night,0.7124464745499619,0.4761287214084937,HIGH,0
450164,Exclusive Discount,0.8952376648731634,Hotel Night,0.7124464745499619,0.18279119032320146,MEDIUM,0
450193,Hotel Night,0.7124464745499619,No Cancel Fee,0.0,0.7124464745499619,HIGH,0
450305,Exclusive Discount,1.0048411104829589,Hotel Meal,0.7571273461327414,0.24771376435021752,HIGH,0
450615,Exclusive Discount,1.2324716095590795,Hotel Meal,0.745998183342996,0.4864734262160836,HIGH,0
451291,No Cancel Fee,0.0,Exclusive Discount,-0.0364967619203989,0.0364967619203989,LOW,0
451674,No Cancel Fee,0.0,Exclusive Discount,-0.1247288492224758,0.1247288492224758,MEDIUM,2
452034,Free Bag,0.1018241682758222,Hotel Night,0.0257824539889438,0.0760417142868784,LOW,0
452532,Free Bag,1.1885751959584556,No Cancel Fee,0.0,1.1885751959584556,HIGH,2
452594,Hotel Meal,0.9685814391378974,Hotel Night,0.7124464745499619,0.2561349645879355,HIGH,0
452612,Free Bag,3.3620772513237225,Hotel Night,0.7124464745499619,2.6496307767737606,HIGH,0
453143,Hotel Meal,1.6281698204767876,Free Bag,0.645199682117139,0.9829701383596486,HIGH,0
453168,Exclusive Discount,0.6944796227598805,Hotel Night,0.4181618943095248,0.27631772845035574,MEDIUM,0
